GSenergy_pa_max_value,GSenergy_pa_min_value,MeltingT_max_value,HeatFusion_min_value,n_ws^third_arithmetic_average,ElasticModulus_arithmetic_average,BCCenergy_pa_max_value,HeatVaporization_max_value,ElasticModulus_composition_average,n_ws^third_max_value,n_ws^third_composition_average,BCCenergy_pa_min_value,MeltingT_composition_average,HHIr_min_value,ElasticModulus_max_value,MeltingT_arithmetic_average,ShearModulus_max_value,BulkModulus_max_value,BoilingT_max_value,HeatFusion_max_value,MeltingT_difference,GSenergy_pa_arithmetic_average,HeatCapacityMolar_min_value,Electronegativity_max_value,phi_max_value
-5.13777457,-5.13777457,2180.0,16.74,1.7,193.0,-5.0910129,393.3,193.0,1.73,1.7,-5.0910129,2004.025,4100.0,259.0,2004.025,115.0,180.0,3236.0,21.0,351.9500000000001,-7.321745555,23.35,2.2,5.45
-5.13777457,-5.13777457,1828.05,13.6,1.5699999999999998,125.5,-5.0910129,393.3,125.5,1.67,1.5699999999999998,-5.0910129,1592.91,1500.0,127.0,1592.91,48.0,180.0,3236.0,16.74,470.28,-4.409214695,24.44,2.2,5.45
-5.13777457,-5.13777457,1828.05,13.81,1.72,169.0,-5.0910129,393.3,169.0,1.77,1.72,-5.0910129,1819.525,1400.0,211.0,1819.525,82.0,180.0,3236.0,16.74,17.049999999999955,-6.711629465,25.1,2.2,5.45
-5.13777457,-5.13777457,2506.0,16.74,1.56,133.0,-5.0910129,661.07,133.0,1.67,1.56,-5.0910129,2167.025,2600.0,139.0,2167.025,44.0,180.0,4876.0,27.2,677.95,-7.5460369525,25.73,2.2,5.45
-5.13777457,-5.13777457,1828.05,2.295,1.455,74.5,-5.0910129,393.3,74.5,1.67,1.455,-5.0910129,1031.185,3100.0,127.0,1031.185,44.0,180.0,3236.0,16.74,1593.73,-2.6939400662070003,25.98,2.2,5.45
-5.13777457,-5.13777457,2739.0,16.74,1.75,330.0,-5.0910129,563.58,330.0,1.83,1.75,-5.0910129,2283.525,8000.0,533.0,2283.525,210.0,320.0,4701.0,41.12,910.95,-6.993143010000002,25.1,2.2,5.55
-5.13777457,-5.13777457,1828.05,6.2,1.4249999999999998,88.5,-5.0910129,399.57,88.5,1.67,1.4249999999999998,-5.0910129,1510.525,3100.0,127.0,1510.525,44.0,180.0,3737.0,16.74,635.05,-5.0326603775,25.98,2.2,5.45
-5.13777457,-5.13777457,1828.05,12.91,1.64,162.5,-5.0910129,393.3,162.5,1.67,1.64,-5.0910129,1673.525,1800.0,198.0,1673.525,78.0,180.0,3236.0,16.74,309.0499999999999,-7.079169910169999,25.98,2.2,5.45
-5.13777457,-5.13777457,2896.0,16.74,1.72,224.5,-5.0910129,590.4,224.5,1.77,1.72,-5.0910129,2362.025,5300.0,322.0,2362.025,44.0,230.0,4912.0,37.48,1067.95,-7.99194117,24.06,2.2,5.45
-5.13777457,-5.13777457,2750.0,16.74,1.6549999999999998,115.5,-5.0910129,690.1,115.5,1.67,1.6549999999999998,-5.0910129,2289.025,8000.0,127.0,2289.025,44.0,180.0,5017.0,30.0,921.95,-7.615548050000001,24.6,2.2,5.45
-5.13777457,-5.13777457,1828.05,16.74,1.71,167.5,-5.0910129,393.3,167.5,1.75,1.71,-5.0910129,1778.025,1500.0,208.0,1778.025,76.0,180.0,3236.0,17.48,100.04999999999997,-5.34204957,25.98,2.2,5.45
-5.13777457,-5.13777457,3306.0,16.74,1.76,338.5,-5.0910129,627.6,338.5,1.85,1.76,-5.0910129,2567.025,8000.0,550.0,2567.025,222.0,180.0,5285.0,57.85,1477.95,-8.179239280000001,24.7,2.2,5.45
-5.13777457,-5.13777457,2041.4,16.74,1.725,151.0,-5.0910129,510.45,151.0,1.78,1.725,-5.0910129,1934.725,8000.0,175.0,1934.725,61.0,230.0,4098.0,22.175,213.3500000000001,-5.583142125,25.86,2.28,5.65
-5.13777457,-5.13777457,3459.0,16.74,1.76,294.0,-5.0910129,707.1,294.0,1.85,1.76,-5.0910129,2643.525,3300.0,461.0,2643.525,178.0,370.0,5869.0,34.08,1630.95,-8.7774011675,25.48,2.2,5.45
-5.13777457,-5.13777457,2237.0,16.74,1.715,228.5,-5.0910129,495.39,228.5,1.76,1.715,-5.0910129,2032.525,8000.0,330.0,2032.525,150.0,380.0,3968.0,26.59,408.9500000000001,-6.195710045,24.98,2.28,5.45
-5.13777457,-5.13777457,2607.0,16.74,1.75,278.5,-5.0910129,567.77,278.5,1.83,1.75,-5.0910129,2217.525,8000.0,430.0,2217.525,173.0,220.0,4423.0,38.59,778.95,-7.166204070000001,24.06,2.2,5.45
-5.13777457,-5.13777457,1828.05,14.1,1.47,103.5,-5.0910129,393.3,103.5,1.67,1.47,-5.0910129,1821.025,4500.0,127.0,1821.025,44.0,180.0,3236.0,16.74,14.049999999999955,-5.71164383,25.52,2.2,5.45
-5.13777457,-5.13777457,3290.0,16.74,1.65,155.0,-5.0910129,737.0,155.0,1.67,1.65,-5.0910129,2559.025,4800.0,183.0,2559.025,69.0,200.0,5731.0,36.57,1461.95,-8.494587055,25.36,2.2,5.45
-5.13777457,-5.13777457,2430.0,16.74,1.74,253.5,-5.0910129,502.0,253.5,1.81,1.74,-5.0910129,2129.025,8000.0,380.0,2129.025,44.0,180.0,4538.0,33.29,601.95,-7.746462882499999,25.98,2.2,5.45
-5.13777457,-5.13777457,1941.0,14.15,1.595,118.5,-5.0910129,425.2,118.5,1.67,1.595,-5.0910129,1884.525,1600.0,127.0,1884.525,44.0,180.0,3560.0,16.74,112.95000000000003,-6.456500845000001,25.06,2.2,5.45
-5.13777457,-5.13777457,2183.0,16.74,1.6549999999999998,128.0,-5.0910129,446.7,128.0,1.67,1.6549999999999998,-5.0910129,2005.525,3400.0,129.0,2005.525,47.0,180.0,3680.0,21.5,354.9500000000001,-7.0385176299999985,24.89,2.2,5.45
-5.13777457,-5.13777457,3695.0,16.74,1.74,264.0,-5.0910129,422.58,264.0,1.81,1.74,-5.0910129,2761.525,4300.0,401.0,2761.525,161.0,310.0,5828.0,52.31,1866.95,-9.048287595,24.27,2.36,5.45
-5.13777457,-5.13777457,1828.05,11.39,1.44,95.7,-5.0910129,393.3,95.7,1.67,1.44,-5.0910129,1813.525,2600.0,127.0,1813.525,44.0,180.0,3618.0,16.74,29.04999999999995,-5.8011871725000015,25.98,2.2,5.45
-5.13777457,-5.13777457,1828.05,7.068,1.495,111.0,-5.0910129,393.3,111.0,1.67,1.495,-5.0910129,1260.365,1900.0,127.0,1260.365,44.0,180.0,3236.0,16.74,1135.37,-3.1888872425000003,25.39,2.2,5.45
-5.13777457,-5.13777457,2128.0,16.74,1.54,110.5,-5.0910129,590.5,110.5,1.67,1.54,-5.0910129,1978.025,2600.0,127.0,1978.025,44.0,180.0,4682.0,21.0,299.9500000000001,-6.8418665625,25.36,2.2,5.45
-6.02850968,-6.02850968,2041.4,22.175,1.78,175.0,-5.92513799,510.45,175.0,1.78,1.78,-5.92513799,2041.4,9100.0,175.0,2041.4,61.0,230.0,4098.0,22.175,0.0,-6.02850968,25.86,2.28,5.65
-6.02850968,-6.02850968,2041.4,11.3,1.57,127.5,-5.92513799,510.45,127.5,1.78,1.57,-5.92513799,1638.165,1400.0,175.0,1638.165,61.0,230.0,4098.0,22.175,806.47,-4.39695162,25.35,2.28,5.65
-6.02850968,-6.02850968,2041.4,12.55,1.675,126.65,-5.92513799,510.45,126.65,1.78,1.675,-5.92513799,1689.365,1000.0,175.0,1689.365,61.0,230.0,4098.0,22.175,704.0700000000003,-4.619101145,25.418000000000003,2.54,5.65
-6.02850968,-6.02850968,2041.4,6.21,1.51,118.5,-5.92513799,510.45,118.5,1.78,1.51,-5.92513799,1317.81,1300.0,175.0,1317.81,61.0,230.0,4098.0,22.175,1447.18,-3.4203419525,25.86,2.28,5.65
-6.02850968,-6.02850968,2041.4,16.2,1.765,191.5,-5.92513799,510.45,191.5,1.78,1.765,-5.92513799,1904.7,2700.0,208.0,1904.7,75.0,230.0,4098.0,22.175,273.4000000000001,-6.5544494125,24.81,2.28,5.65
-6.02850968,-6.02850968,2180.0,21.0,1.755,217.0,-5.92513799,510.45,217.0,1.78,1.755,-5.92513799,2110.7,4100.0,259.0,2110.7,115.0,230.0,4098.0,22.175,138.5999999999999,-7.76711311,23.35,2.28,5.65
-6.02850968,-6.02850968,2041.4,13.6,1.625,149.5,-5.92513799,510.45,149.5,1.78,1.625,-5.92513799,1699.585,1500.0,175.0,1699.585,61.0,230.0,4098.0,22.175,683.6300000000001,-4.85458225,24.44,2.28,5.65
-6.02850968,-6.02850968,2041.4,13.81,1.775,193.0,-5.92513799,510.45,193.0,1.78,1.775,-5.92513799,1926.2,1400.0,211.0,1926.2,82.0,230.0,4098.0,22.175,230.40000000000006,-7.15699702,25.1,2.28,5.65
-6.02850968,-6.02850968,2506.0,22.175,1.615,157.0,-5.92513799,661.07,157.0,1.78,1.615,-5.92513799,2273.7,2600.0,175.0,2273.7,61.0,230.0,4876.0,27.2,464.59999999999985,-7.9914045075,25.73,2.28,5.65
-6.02850968,-6.02850968,2041.4,2.295,1.51,98.5,-5.92513799,510.45,98.5,1.78,1.51,-5.92513799,1137.86,3100.0,175.0,1137.86,61.0,230.0,4098.0,22.175,1807.08,-3.139307621207,25.86,2.28,5.65
-6.02850968,-6.02850968,2739.0,22.175,1.805,354.0,-5.92513799,563.58,354.0,1.83,1.805,-5.92513799,2390.2,9100.0,533.0,2390.2,210.0,320.0,4701.0,41.12,697.5999999999998,-7.438510565,25.1,2.28,5.65
-6.02850968,-6.02850968,2041.4,6.2,1.48,112.5,-5.92513799,510.45,112.5,1.78,1.48,-5.92513799,1617.2,3100.0,175.0,1617.2,61.0,230.0,4098.0,22.175,848.4000000000002,-5.4780279325,25.86,2.28,5.65
-6.02850968,-6.02850968,2041.4,12.91,1.695,186.5,-5.92513799,510.45,186.5,1.78,1.695,-5.92513799,1780.2,1800.0,198.0,1780.2,78.0,230.0,4098.0,22.175,522.4000000000002,-7.524537465170001,25.86,2.28,5.65
-6.02850968,-6.02850968,2896.0,22.175,1.775,248.5,-5.92513799,590.4,248.5,1.78,1.775,-5.92513799,2468.7,5300.0,322.0,2468.7,61.0,230.0,4912.0,37.48,854.5999999999998,-8.437308725,24.06,2.28,5.65
-6.02850968,-6.02850968,2750.0,22.175,1.71,139.5,-5.92513799,690.1,139.5,1.78,1.71,-5.92513799,2395.7,8800.0,175.0,2395.7,61.0,230.0,5017.0,30.0,708.5999999999998,-8.060915605,24.6,2.28,5.65
-6.02850968,-6.02850968,2041.4,17.48,1.765,191.5,-5.92513799,510.45,191.5,1.78,1.765,-5.92513799,1884.7,1500.0,208.0,1884.7,76.0,230.0,4098.0,22.175,313.4000000000001,-5.787417125,25.86,2.28,5.65
-6.02850968,-6.02850968,3306.0,22.175,1.815,362.5,-5.92513799,627.6,362.5,1.85,1.815,-5.92513799,2673.7,9100.0,550.0,2673.7,222.0,230.0,5285.0,57.85,1264.6,-8.624606835,24.7,2.28,5.65
-6.02850968,-6.02850968,2041.4,16.74,1.725,151.0,-5.92513799,510.45,151.0,1.78,1.725,-5.92513799,1934.725,8000.0,175.0,1934.725,61.0,230.0,4098.0,22.175,213.3500000000001,-5.583142125,25.86,2.28,5.65
-6.02850968,-6.02850968,3459.0,22.175,1.815,318.0,-5.92513799,707.1,318.0,1.85,1.815,-5.92513799,2750.2,3300.0,461.0,2750.2,178.0,370.0,5869.0,34.08,1417.6,-9.2227687225,25.48,2.28,5.65
-6.02850968,-6.02850968,2237.0,22.175,1.77,252.5,-5.92513799,510.45,252.5,1.78,1.77,-5.92513799,2139.2,8000.0,330.0,2139.2,150.0,380.0,4098.0,26.59,195.59999999999994,-6.6410776,24.98,2.28,5.65
-6.02850968,-6.02850968,2607.0,22.175,1.805,302.5,-5.92513799,567.77,302.5,1.83,1.805,-5.92513799,2324.2,8000.0,430.0,2324.2,173.0,230.0,4423.0,38.59,565.5999999999998,-7.611571625,24.06,2.28,5.65
-6.02850968,-6.02850968,2041.4,14.1,1.525,127.5,-5.92513799,510.45,127.5,1.78,1.525,-5.92513799,1927.7,4500.0,175.0,1927.7,61.0,230.0,4098.0,22.175,227.40000000000006,-6.1570113850000014,25.52,2.28,5.65
-6.02850968,-6.02850968,3290.0,22.175,1.705,179.0,-5.92513799,737.0,179.0,1.78,1.705,-5.92513799,2665.7,4800.0,183.0,2665.7,69.0,230.0,5731.0,36.57,1248.6,-8.93995461,25.36,2.28,5.65
-6.02850968,-6.02850968,2430.0,22.175,1.795,277.5,-5.92513799,510.45,277.5,1.81,1.795,-5.92513799,2235.7,9100.0,380.0,2235.7,61.0,230.0,4538.0,33.29,388.59999999999985,-8.1918304375,25.86,2.28,5.65
-6.02850968,-6.02850968,2041.4,14.15,1.65,142.5,-5.92513799,510.45,142.5,1.78,1.65,-5.92513799,1991.2,1600.0,175.0,1991.2,61.0,230.0,4098.0,22.175,100.40000000000008,-6.901868400000001,25.06,2.28,5.65
-6.02850968,-6.02850968,2183.0,21.5,1.71,152.0,-5.92513799,510.45,152.0,1.78,1.71,-5.92513799,2112.2,3400.0,175.0,2112.2,61.0,230.0,4098.0,22.175,141.5999999999999,-7.483885185,24.89,2.28,5.65
-6.02850968,-6.02850968,3695.0,22.175,1.795,288.0,-5.92513799,510.45,288.0,1.81,1.795,-5.92513799,2868.2,4300.0,401.0,2868.2,161.0,310.0,5828.0,52.31,1653.6,-9.49365515,24.27,2.36,5.65
-6.02850968,-6.02850968,2041.4,11.39,1.495,119.7,-5.92513799,510.45,119.7,1.78,1.495,-5.92513799,1920.2,2600.0,175.0,1920.2,61.0,230.0,4098.0,22.175,242.40000000000006,-6.2465547275,25.86,2.28,5.65
-6.02850968,-6.02850968,2041.4,7.068,1.55,135.0,-5.92513799,510.45,135.0,1.78,1.55,-5.92513799,1367.04,1900.0,175.0,1367.04,61.0,230.0,4098.0,22.175,1348.7200000000005,-3.6342547975,25.39,2.28,5.65
-6.02850968,-6.02850968,2128.0,21.0,1.595,134.5,-5.92513799,590.5,134.5,1.78,1.595,-5.92513799,2084.7,2600.0,175.0,2084.7,61.0,230.0,4682.0,22.175,86.59999999999991,-7.2872341175000015,25.36,2.28,5.65
-12.95880062,-12.95880062,3695.0,52.31,1.81,401.0,-12.95880062,422.58,401.0,1.81,1.81,-12.95880062,3695.0,4300.0,401.0,3695.0,161.0,310.0,5828.0,52.31,0.0,-12.95880062,24.27,2.36,4.8
-12.95880062,-12.95880062,3695.0,11.3,1.585,240.5,-12.95880062,422.58,240.5,1.81,1.585,-12.95880062,2464.965,1400.0,401.0,2464.965,161.0,310.0,5828.0,52.31,2460.07,-7.86209709,24.27,2.36,4.8
-12.95880062,-12.95880062,3695.0,10.71,1.6,235.75,-12.95880062,422.58,235.75,1.81,1.6,-12.95880062,2314.235,1000.0,401.0,2314.235,161.0,310.0,5828.0,52.31,2761.53,-8.35211187,24.2,2.36,4.8
-12.95880062,-12.95880062,3695.0,24.44,1.625,220.0,-12.95880062,422.58,220.0,1.81,1.625,-12.95880062,2392.5,4000.0,401.0,2392.5,161.0,310.0,5828.0,52.31,2605.0,-8.8048448675,24.27,2.36,4.8
-12.95880062,-12.95880062,3695.0,12.55,1.69,239.65,-12.95880062,422.58,239.65,1.81,1.69,-12.95880062,2516.165,1000.0,401.0,2516.165,161.0,310.0,5828.0,52.31,2357.67,-8.084246615,24.27,2.54,5.15
-12.95880062,-12.95880062,3695.0,8.54,1.36,211.0,-12.95880062,422.58,211.0,1.81,1.36,-12.95880062,2405.0,1500.0,401.0,2405.0,161.0,310.0,5828.0,52.31,2580.0,-7.4535650925,24.27,2.36,4.8
-12.95880062,-12.95880062,3695.0,6.21,1.525,231.5,-12.95880062,422.58,231.5,1.81,1.525,-12.95880062,2144.61,1300.0,401.0,2144.61,161.0,310.0,5828.0,52.31,3100.78,-6.8854874225,24.27,2.36,4.8
-12.95880062,-12.95880062,3695.0,16.2,1.78,304.5,-12.95880062,422.58,304.5,1.81,1.78,-12.95880062,2731.5,2700.0,401.0,2731.5,161.0,310.0,5828.0,52.31,1927.0,-10.0195948825,24.27,2.36,5.1
-12.95880062,-12.95880062,3695.0,21.0,1.77,330.0,-12.95880062,422.58,330.0,1.81,1.77,-12.95880062,2937.5,4100.0,401.0,2937.5,161.0,310.0,5828.0,52.31,1515.0,-11.23225858,23.35,2.36,4.8
-12.95880062,-12.95880062,3695.0,13.6,1.64,262.5,-12.95880062,422.58,262.5,1.81,1.64,-12.95880062,2526.385,1500.0,401.0,2526.385,161.0,310.0,5828.0,52.31,2337.23,-8.31972772,24.27,2.36,4.8
-12.95880062,-12.95880062,3695.0,13.81,1.79,306.0,-12.95880062,422.58,306.0,1.81,1.79,-12.95880062,2753.0,1400.0,401.0,2753.0,161.0,310.0,5828.0,52.31,1884.0,-10.62214249,24.27,2.36,4.93
-12.95880062,-12.95880062,3695.0,5.585,1.56,206.0,-12.95880062,422.58,206.0,1.81,1.56,-12.95880062,1998.955,1900.0,401.0,1998.955,161.0,310.0,5828.0,52.31,3392.09,-7.98552796125,24.27,2.36,4.8
-12.95880062,-12.95880062,3695.0,36.94,1.59,258.0,-12.95880062,422.58,258.0,1.81,1.59,-12.95880062,2453.2,1900.0,401.0,2453.2,161.0,310.0,5828.0,52.31,2483.6,-8.787420082499999,23.221999999999998,2.36,4.8
-12.95880062,-12.95880062,3695.0,27.2,1.63,270.0,-12.95880062,661.07,270.0,1.81,1.63,-12.95880062,3100.5,2600.0,401.0,3100.5,161.0,310.0,5828.0,52.31,1189.0,-11.4565499775,24.27,2.36,4.8
-12.95880062,-12.95880062,3695.0,2.295,1.525,211.5,-12.95880062,422.58,211.5,1.81,1.525,-12.95880062,1964.66,3100.0,401.0,1964.66,161.0,310.0,5828.0,52.31,3460.68,-6.604453091207,24.27,2.36,4.8
-12.95880062,-12.95880062,3695.0,3.2910000000000004,1.49,207.5,-12.95880062,422.58,207.5,1.81,1.49,-12.95880062,2062.375,2000.0,401.0,2062.375,161.0,310.0,5828.0,52.31,3265.25,-7.812801289999999,24.27,2.36,4.8
-12.95880062,-12.95880062,3695.0,8.48,1.49,222.7,-12.95880062,422.58,222.7,1.81,1.49,-12.95880062,2309.0,500.0,401.0,2309.0,161.0,310.0,5828.0,52.31,2772.0,-7.250536465,24.27,2.36,4.8
-12.95880062,-12.95880062,3695.0,12.91,1.71,299.5,-12.95880062,422.58,299.5,1.81,1.71,-12.95880062,2607.0,1800.0,401.0,2607.0,161.0,310.0,5828.0,52.31,2176.0,-10.98968293517,24.27,2.36,4.8
-12.95880062,-12.95880062,3695.0,37.48,1.79,361.5,-12.95880062,590.4,361.5,1.81,1.79,-12.95880062,3295.5,4300.0,401.0,3295.5,161.0,310.0,5828.0,52.31,799.0,-11.902454195,24.06,2.36,4.8
-12.95880062,-12.95880062,3695.0,17.48,1.78,304.5,-12.95880062,422.58,304.5,1.81,1.78,-12.95880062,2711.5,1500.0,401.0,2711.5,161.0,310.0,5828.0,52.31,1967.0,-9.252562595,24.27,2.36,5.2
-12.95880062,-12.95880062,3695.0,18.54,1.73,203.0,-12.95880062,422.58,203.0,1.81,1.73,-12.95880062,2006.15,4300.0,401.0,2006.15,161.0,310.0,5828.0,52.31,3377.7,-9.17965483125,23.824,2.36,5.55
-12.95880062,-12.95880062,3695.0,16.74,1.74,264.0,-12.95880062,422.58,264.0,1.81,1.74,-12.95880062,2761.525,4300.0,401.0,2761.525,161.0,310.0,5828.0,52.31,1866.95,-9.048287595,24.27,2.36,5.45
-12.95880062,-12.95880062,3695.0,22.175,1.795,288.0,-12.95880062,510.45,288.0,1.81,1.795,-12.95880062,2868.2,4300.0,401.0,2868.2,161.0,310.0,5828.0,52.31,1653.6,-9.49365515,24.27,2.36,5.65
-12.95880062,-12.95880062,3695.0,26.59,1.785,365.5,-12.95880062,495.39,365.5,1.81,1.785,-12.95880062,2966.0,4300.0,401.0,2966.0,161.0,380.0,5828.0,52.31,1458.0,-10.10622307,24.27,2.36,5.4
-12.95880062,-12.95880062,3695.0,38.59,1.82,415.5,-12.95880062,567.77,415.5,1.83,1.82,-12.95880062,3151.0,4300.0,430.0,3151.0,173.0,310.0,5828.0,52.31,1088.0,-11.076717095,24.06,2.36,5.4
-12.95880062,-12.95880062,3695.0,14.1,1.54,240.5,-12.95880062,422.58,240.5,1.81,1.54,-12.95880062,2754.5,4300.0,401.0,2754.5,161.0,310.0,5828.0,52.31,1881.0,-9.622156855,24.27,2.36,4.8
-12.95880062,-12.95880062,3695.0,50.21,1.655,281.5,-12.95880062,422.58,281.5,1.81,1.655,-12.95880062,2691.0,1000.0,401.0,2691.0,161.0,310.0,5828.0,52.31,2008.0,-9.1918593125,19.99,2.36,4.8
-12.95880062,-12.95880062,3695.0,7.43,1.325,208.0,-12.95880062,422.58,208.0,1.81,1.325,-12.95880062,2372.5,3000.0,401.0,2372.5,161.0,310.0,5828.0,52.31,2645.0,-7.32080711,24.27,2.36,4.8
-12.95880062,-12.95880062,3695.0,4.1419999999999995,1.465,206.5,-12.95880062,422.58,206.5,1.81,1.465,-12.95880062,2136.0,4300.0,401.0,2136.0,161.0,310.0,5828.0,52.31,3118.0,-7.615739075,24.27,2.36,4.8
-12.95880062,-12.95880062,3695.0,21.5,1.725,265.0,-12.95880062,446.7,265.0,1.81,1.725,-12.95880062,2939.0,3400.0,401.0,2939.0,161.0,310.0,5828.0,52.31,1512.0,-10.949030655,24.27,2.36,4.8
-12.95880062,-12.95880062,3695.0,11.39,1.51,232.7,-12.95880062,422.58,232.7,1.81,1.51,-12.95880062,2747.0,2600.0,401.0,2747.0,161.0,310.0,5828.0,52.31,1896.0,-9.7117001975,24.27,2.36,4.8
-12.95880062,-12.95880062,3695.0,7.068,1.565,248.0,-12.95880062,422.58,248.0,1.81,1.565,-12.95880062,2193.84,1900.0,401.0,2193.84,161.0,310.0,5828.0,52.31,3002.32,-7.0994002675,24.27,2.36,4.8
-12.95880062,-12.95880062,3695.0,21.0,1.61,247.5,-12.95880062,590.5,247.5,1.81,1.61,-12.95880062,2911.5,2600.0,401.0,2911.5,161.0,310.0,5828.0,52.31,1567.0,-10.7523795875,24.27,2.36,4.8
-8.545958555,-8.545958555,2128.0,21.0,1.41,94.0,-8.46727487,590.5,94.0,1.41,1.41,-8.46727487,2128.0,2600.0,94.0,2128.0,33.0,0.0,4682.0,21.0,0.0,-8.545958555,25.36,1.33,3.45
-8.545958555,-8.545958555,2180.0,21.0,1.5699999999999998,176.5,-8.46727487,590.5,176.5,1.73,1.5699999999999998,-8.46727487,2154.0,2600.0,259.0,2154.0,115.0,160.0,4682.0,21.0,52.0,-9.0258375475,23.35,1.66,4.65
-8.545958555,-8.545958555,2128.0,13.6,1.44,109.0,-8.46727487,590.5,109.0,1.47,1.44,-8.46727487,1742.885,1500.0,124.0,1742.885,48.0,140.0,4682.0,21.0,770.23,-6.1133066875,24.44,1.9,4.45
-8.545958555,-8.545958555,2183.0,21.0,1.525,111.5,-8.46727487,590.5,111.5,1.64,1.525,-8.46727487,2155.5,2600.0,129.0,2155.5,47.0,160.0,4682.0,21.5,55.0,-8.7426096225,24.89,1.63,4.25
-8.545958555,-8.545958555,2128.0,7.068,1.365,94.5,-8.46727487,590.5,94.5,1.41,1.365,-8.46727487,1410.34,1900.0,95.0,1410.34,43.0,70.0,4682.0,21.0,1435.3200000000004,-4.892979235,25.36,1.65,4.1
-8.545958555,-8.545958555,2896.0,21.0,1.59,208.0,-8.46727487,590.5,208.0,1.77,1.59,-8.46727487,2512.0,2600.0,322.0,2512.0,33.0,230.0,4912.0,37.48,768.0,-9.6960331625,24.06,2.16,4.65
-8.545958555,-8.545958555,3695.0,21.0,1.61,247.5,-8.46727487,590.5,247.5,1.81,1.61,-8.46727487,2911.5,2600.0,401.0,2911.5,161.0,310.0,5828.0,52.31,1567.0,-10.7523795875,24.27,2.36,4.8
-8.545958555,-8.545958555,2128.0,10.71,1.4,82.25,-8.46727487,590.5,82.25,1.41,1.4,-8.46727487,1530.735,1000.0,94.0,1530.735,33.0,76.0,4682.0,21.0,1194.53,-6.1456908375,24.2,1.61,4.2
-8.545958555,-8.545958555,2128.0,12.55,1.49,86.15,-8.46727487,590.5,86.15,1.57,1.49,-8.46727487,1732.665,1000.0,94.0,1732.665,33.0,220.0,4682.0,21.0,790.6700000000002,-5.8778255825,25.36,2.54,5.15
-8.545958555,-8.545958555,2128.0,11.3,1.385,87.0,-8.46727487,590.5,87.0,1.41,1.385,-8.46727487,1681.465,1400.0,94.0,1681.465,33.0,100.0,4682.0,21.0,893.0699999999998,-5.6556760575,25.35,1.93,4.35
-8.545958555,-8.545958555,2750.0,21.0,1.525,99.0,-8.46727487,690.1,99.0,1.64,1.525,-8.46727487,2439.0,2600.0,104.0,2439.0,38.0,170.0,5017.0,30.0,622.0,-9.3196400425,24.6,1.6,4.05
-8.545958555,-8.545958555,3290.0,21.0,1.52,138.5,-8.46727487,737.0,138.5,1.63,1.52,-8.46727487,2709.0,2600.0,183.0,2709.0,69.0,200.0,5731.0,36.57,1162.0,-10.1986790475,25.36,1.5,4.05
-8.545958555,-8.545958555,2128.0,14.15,1.465,102.0,-8.46727487,590.5,102.0,1.52,1.465,-8.46727487,2034.5,1600.0,110.0,2034.5,44.0,110.0,4682.0,21.0,187.0,-8.160592837500001,25.06,1.54,3.8
-8.545958555,-8.545958555,2506.0,21.0,1.43,116.5,-8.46727487,661.07,116.5,1.45,1.43,-8.46727487,2317.0,2600.0,139.0,2317.0,33.0,110.0,4876.0,27.2,378.0,-9.250128945,25.36,1.33,3.6
-8.545958555,-8.545958555,2128.0,7.15,1.325,72.0,-8.46727487,590.5,72.0,1.41,1.325,-8.46727487,1316.54,1600.0,94.0,1316.54,33.0,58.0,4682.0,21.0,1622.92,-6.2535028225,25.36,1.96,4.15
